symbol,rsi,volume,trend,momentum,result,pnl,timestamp,hour,day_of_week,signal_confidence,market_regime,strategy_name,risk_mode,atr,volatility_context,market_session,is_holiday_us,holiday_name_us,dataset_version,pnl_gross,fee_entry,fee_exit,fee_total,pnl_net,mfe_pct,mae_pct,risk_per_trade_used,is_holiday_ar,holiday_name_ar,is_holiday_eu,holiday_name_eu,is_holiday_asia,holiday_name_asia,is_good_friday,liquidity_mode,ai_trade_decision,ai_context_risk,trade_filter_reason
XRPUSDT,27.743902439024893,0.16144197845463143,0,-0.0124439999999999,0,-0.5270749792000047,1775657436,14,2,0.8,sideways,mean_reversion,conservative,0.004185714285714316,low,us,0,,live_ai_risk_v2,-0.5270749792000047,0.1287004160000001,0.1281733410208001,0.2568737570208002,-0.7839487362208049,0.32177855784700593,-0.40953634635074226,0.005,0,,0,,0,,0,normal,0,conservative,ok
TAOUSDT,23.134328358208734,2.236908719512721,0,-3.213999999999942,0,-0.9464475,1775657648,14,2,0.8,sideways,mean_reversion,conservative,2.249999999999996,low,us,0,,live_ai_risk_v2,-0.9464475,0.12867911680000013,0.1277326693000001,0.25641178610000026,-1.2028592861000003,0.05884083553987805,-0.7355104442483084,0.005,0,,0,,0,,0,normal,0,conservative,ok
BTCUSDT,20.408920678835273,3.3037872975923426,0,-693.1040000000066,0,-0.4236472300000137,1775658878,14,2,0.8,sideways,mean_reversion,normal,288.49928571429024,low,us,0,,live_ai_risk_v2,-0.4236472300000137,0.12868337664000012,0.12825972941000013,0.25694310605000026,-0.680590336050014,0.15559689357844067,-0.3291921978367396,0.01,0,,0,,0,,0,normal,0,normal,ok
SOLUSDT,24.566473988439185,3.3176231424185487,0,-1.3689999999999998,0,-0.589432819999993,1775659087,14,2,0.8,bear,mean_reversion,normal,0.4142857142857131,low,us,0,,live_ai_risk_v2,-0.589432819999993,0.12868252467200011,0.12809309185200013,0.25677561652400027,-0.8462084365239932,0.15670202507233566,-0.4580520732883263,0.01,0,,0,,0,,0,normal,0,normal,ok
TRXUSDT,38.46153846153912,0.1494698094880908,0,-7.799999999996698e-05,1,0.036197423499996016,1775659293,14,2,0.7,sideways,trend,conservative,0.00033571428571429237,low,us,0,,live_ai_risk_v2,0.036197423499996016,0.1149268197376001,0.1149630171611001,0.2298898368987002,-0.1936924133987042,0.12598425196850754,0.0,0.005,0,,0,,0,,0,normal,1,conservative,ok
ETHUSDT,17.8234034513157,0.2433992602099382,0,-47.947999999999865,1,1.0971629499999902,1775660136,14,2,0.8,sideways,mean_reversion,conservative,9.80000000000002,low,us,0,,live_ai_risk_v2,1.0971629499999902,0.1176779607244801,0.1187751236744801,0.23645308439896018,0.86070986560103,1.2455662037585693,-0.1901175354931691,0.01,0,,0,,0,,0,normal,0,conservative,ok
AVAXUSDT,7.999999999999886,1.5607559742080552,0,-0.15620000000000012,1,0.39261695999999163,1775660343,14,2,0.8,bear,mean_reversion,normal,0.042142857142857135,low,us,0,,live_ai_risk_v2,0.39261695999999163,0.1198790439075841,0.12027166086758409,0.2401507047751682,0.15246625522482343,0.7641921397379944,0.0,0.02,0,,0,,0,,0,normal,0,normal,ok
STOUSDT,25.146198830409347,1.6958117724192139,1,0.00033600000000000296,0,-0.8819629010000007,1775664787,16,2,0.8,bull,mean_reversion,aggressive,0.002435714285714285,medium,us,0,,live_ai_risk_v2,-0.8819629010000007,0.11888859907358729,0.11800663617258729,0.23689523524617456,-1.1188581362461754,1.7062314540059322,-0.7418397626112766,0.025,0,,0,,0,,0,normal,0,aggressive,ok
NOMUSDT,22.222222222222257,1.0888751170049698,0,-0.00010220000000000107,0,-1.3752066115499917,1775668041,17,2,0.8,bear,mean_reversion,normal,5.857142857142835e-05,low,us,0,,live_ai_risk_v2,-1.3752066115499917,0.16640000000000016,0.16502479338845016,0.3314247933884503,-1.7066314049384421,0.16528925619835472,-0.8264462809917306,0.02,0,,0,,0,,0,normal,0,normal,ok
STOUSDT,28.15533980582518,2.0176924557505878,0,-0.0036219999999999863,1,1.3080574454999956,1775668415,17,2,0.8,sideways,mean_reversion,conservative,0.0016928571428571387,medium,us,0,,live_ai_risk_v2,1.3080574454999956,0.06656000000000006,0.06786805744550006,0.13442805744550013,1.1736293880544955,3.7792894935752117,0.0,0.01,0,,0,,0,,0,normal,0,conservative,ok
ENJUSDT,28.545618789521228,6.883907416460126,1,0.001694600000000001,1,0.9204325118550033,1775669353,17,2,0.8,bull,mean_reversion,aggressive,0.0015578571428571432,high,us,0,,live_ai_risk_v2,0.9204325118550033,0.053248000000000045,0.054168432511855054,0.10741643251185509,0.8130160793431482,6.767193821257821,-0.8826774549466612,0.025,0,,0,,0,,0,normal,0,aggressive,ok
FETUSDT,25.000000000000114,0.012644546402793496,0,-0.0025039999999999785,0,-0.7975280415999951,1775672209,18,2,0.8,bear,mean_reversion,normal,0.0008285714285714245,low,us,0,,live_ai_risk_v2,-0.7975280415999951,0.12247040000000012,0.12167287195840013,0.24414327195840024,-1.0416713135583953,0.0,-0.6512006512006473,0.02,0,,0,,0,,0,normal,1,normal,ok
TRUMPUSDT,22.772277227722796,0.09280089044816452,0,-0.011900000000000244,0,-0.5685878509999956,1775672413,18,2,0.8,sideways,mean_reversion,conservative,0.013142857142857059,low,us,0,,live_ai_risk_v2,-0.5685878509999956,0.13125632000000012,0.13068773214900015,0.2619440521490003,-0.8305319031489959,0.066644451849391,-0.4331889370209897,0.01,0,,0,,0,,0,normal,0,conservative,ok
RLUSDUSDT,0.0,0.00019060482928648647,1,3.399999999986747e-05,0,-0.016638336199998167,1775680732,20,2,0.8,bull,mean_reversion,aggressive,7.857142857141992e-05,low,us,0,,live_ai_risk_v2,-0.016638336199998167,0.16640000000000021,0.16638336166380022,0.3327833616638004,-0.34942169786379856,0.0,-0.0099990000999889,0.025,0,,0,,0,,0,normal,0,aggressive,ok
HBARUSDT,20.25316455696158,0.26719822639938884,0,-0.0010509999999999964,1,0.6443223771899997,1775680928,20,2,0.8,bear,mean_reversion,normal,0.00014142857142857113,low,us,0,,live_ai_risk_v2,0.6443223771899997,0.13312000000000015,0.13376432237719016,0.2668843223771903,0.37743805481280945,0.7766771724448404,-0.056280954524998164,0.02,0,,0,,0,,0,normal,1,normal,ok
ZECUSDT,22.84894837476091,0.060065220768568794,0,-7.709000000000003,1,0.74765475,1775681123,20,2,0.8,bear,mean_reversion,normal,1.4157142857142813,low,us,0,,live_ai_risk_v2,0.74765475,0.05324800000000006,0.053995654750000066,0.10724365475000013,0.64041109525,2.1061499578770007,-0.24961777278542588,0.02,0,,0,,0,,0,normal,0,normal,ok
ADAUSDT,23.076923076923535,0.42904595779346044,0,-0.0020040000000000058,1,2.2226475278999946,1775689631,23,2,0.8,bear,mean_reversion,normal,0.0007714285714285896,low,off,0,,live_ai_risk_v2,2.2226475278999946,0.08320000000000011,0.0854226475279001,0.1686226475279002,2.0540248803720944,3.389154704944159,-1.0366826156299915,0.02,0,,0,,0,,0,medium,1,normal,ok
LINKUSDT,24.999999999999787,0.05766846258088423,0,-0.10400000000000098,1,1.5793898400000064,1775692812,0,3,0.8,bear,mean_reversion,normal,0.027142857142856944,low,asia,0,,live_ai_risk_v2,1.5793898400000064,0.06656000000000008,0.06813938984000008,0.13469938984000016,1.4446904501600062,3.050847457627114,-1.8079096045197758,0.02,0,,0,,0,,0,normal,0,normal,ok
AVAXUSDT,14.285714285714107,2.1588786693890962,0,-0.1272000000000002,1,1.5382755699999988,1775694107,0,3,0.8,bear,mean_reversion,normal,0.02499999999999985,low,asia,0,,live_ai_risk_v2,1.5382755699999988,0.05324800000000006,0.054786275570000056,0.10803427557000012,1.4302412944299987,4.22222222222223,-0.777777777777781,0.02,0,,0,,0,,0,normal,0,normal,ok
STOUSDT,23.214285714285936,1.413196300957311,0,-0.0021940000000000015,0,-0.6474232744999968,1775756968,17,3,0.8,sideways,mean_reversion,conservative,0.001042857142857145,low,us,0,,live_ai_risk_v2,-0.6474232744999968,0.031522816000000044,0.030875392725500047,0.06239820872550009,-0.7098214832254969,2.195467422096331,-2.0538243626062225,0.01,0,,0,,0,,0,normal,0,conservative,ok
PARTIUSDT,12.820512820512818,1.462964255668728,0,-0.031756,0,-2.924989935299998,1775770154,21,3,0.8,bear,mean_reversion,normal,0.008371428571428573,high,off,0,,live_ai_risk_v2,-2.924989935299998,0.07635763200000009,0.07343264206470008,0.1497902740647002,-3.074780209364698,1.2096774193548454,-3.8306451612903207,0.02,0,,0,,0,,0,medium,1,normal,ok
DASHUSDT,23.97260273972637,0.5567099066575629,0,-0.6289999999999978,0,-2.40674028000001,1775779612,0,4,0.8,sideways,mean_reversion,conservative,0.2700000000000001,low,asia,0,,live_ai_risk_v3,-2.40674028000001,0.20749540364230784,0.20508866336230785,0.4125840670046157,-2.819324347004626,0.5523336095001263,-1.1599005799502948,0.01,0,,0,,0,,0,normal,0,conservative,ok
SOLUSDT,14.15094339622597,0.18247251082380156,0,-0.9303999999999917,1,0.6182729900000046,1775779614,0,4,0.8,sideways,mean_reversion,conservative,0.21285714285714313,low,asia,0,,live_ai_risk_v3,0.6182729900000046,0.16599632291384628,0.1666145959038463,0.33261091881769256,0.285662071182312,0.37246185269734744,-0.27634266490448633,0.01,0,,0,,0,,0,normal,0,conservative,ok
AVAXUSDT,22.72727272727279,0.1046669854450409,0,-0.04499999999999993,1,0.14187719999999698,1775779617,0,4,0.8,sideways,mean_reversion,conservative,0.04142857142857143,low,asia,0,,live_ai_risk_v3,0.14187719999999698,0.13279705833107705,0.13293893553107705,0.2657359938621541,-0.12385879386215709,0.10683760683760457,-0.4273504273504183,0.01,0,,0,,0,,0,normal,0,conservative,ok
WLFIUSDT,27.20000000000006,1.894431266527296,0,-0.006187999999999985,1,2.631889443000002,1775781857,0,4,0.8,bear,mean_reversion,normal,0.001635714285714283,medium,asia,0,,live_ai_risk_v3,2.631889443000002,0.14773672739332322,0.15036861683632322,0.2981053442296464,2.333784098770356,1.7814726840855124,-0.11876484560570412,0.02,0,,0,,0,,0,normal,0,normal,ok
XAUTUSDT,29.897803870406747,0.0,0,-14.88799999999992,1,0.01899503999999872,1775788500,2,4,0.8,bear,mean_reversion,normal,5.085714285714338,low,asia,0,,live_ai_risk_v3,0.01899503999999872,0.16599632291384628,0.16601531795384628,0.3320116408676925,-0.3130166008676938,0.11972850237655008,-0.055520119686118294,0.02,0,,0,,0,,0,normal,0,normal,ok
BNBUSDT,21.143847487000727,0.08204742734762152,0,-2.1882000000000517,1,0.030931320000022102,1775789431,2,4,0.8,bear,mean_reversion,normal,0.7264285714285847,low,asia,0,,live_ai_risk_v3,0.030931320000022102,0.13279705833107705,0.1328279896510771,0.26562504798215414,-0.23469372798213203,0.023292183808621445,-0.03161082088309668,0.02,0,,0,,0,,0,normal,0,normal,ok
CFGUSDT,21.77419354838706,2.543990996099899,0,-0.014998000000000011,1,1.138000386000001,1775813271,9,4,0.8,sideways,mean_reversion,conservative,0.002907142857142856,medium,europe,0,,live_ai_risk_v3,1.138000386000001,0.16599632291384628,0.1671343232998463,0.3331306462136926,0.8048697397863084,1.5082266910420463,-0.04570383912248126,0.01,0,,0,,0,,0,normal,0,conservative,ok
NOMUSDT,35.4609929078014,1.604024496362013,0,-0.00023780000000000068,0,-0.8152616132099982,1775815432,10,4,0.7,sideways,trend,conservative,0.0002150000000000001,high,europe,0,,live_ai_risk_v3,-0.8152616132099982,0.06639852916553853,0.06558326755232852,0.13198179671786703,-0.9472434099278653,2.046384720327421,-1.2278308321964504,0.01,0,,0,,0,,0,normal,1,conservative,ok
ENAUSDT,12.121212121212054,0.0009141806100480625,0,-0.0010759999999999798,1,0.5209089629999908,1775816702,10,4,0.8,sideways,mean_reversion,normal,0.0005142857142857142,low,europe,0,,live_ai_risk_v3,0.5209089629999908,0.1659963229138463,0.1665172318768463,0.3325135547906926,0.18839540820929818,0.4184100418410016,-0.3138075313807621,0.02,0,,0,,0,,0,normal,1,normal,ok
ADAUSDT,26.923076923076763,1.1483996459781585,0,-0.00043999999999999595,1,0.37123778299998855,1775816880,10,4,0.8,bear,mean_reversion,normal,0.0004928571428571361,low,europe,0,,live_ai_risk_v3,0.37123778299998855,0.13279705833107708,0.13316829611407707,0.2659653544451541,0.10527242855483443,0.27955271565494344,-0.15974440894569147,0.02,0,,0,,0,,0,normal,1,normal,ok
FETUSDT,26.785714285713965,0.7391133376055984,0,-0.0026780000000000137,1,0.9214142599999969,1775821610,11,4,0.8,bear,mean_reversion,normal,0.0008571428571428559,low,europe,0,,live_ai_risk_v3,0.9214142599999969,0.16599632291384633,0.16691773717384636,0.3329140600876927,0.5885001999123043,0.5550811272416719,-0.5123825789923052,0.02,0,,0,,0,,0,normal,1,normal,ok
NOMUSDT,24.074074074074062,4.821220270371615,0,-0.0006667999999999995,0,-3.97595983020001,1775823964,12,4,0.8,sideways,mean_reversion,conservative,0.00018357142857142858,high,europe,0,,live_ai_risk_v3,-3.97595983020001,0.13279705833107708,0.12882109850087708,0.26161815683195416,-4.2375779870319645,0.0,-2.994011976047912,0.01,0,,0,,0,,0,normal,0,conservative,ok
WLFIUSDT,25.000000000000114,0.08710998845889906,0,-0.0019900000000000057,1,0.824826449199995,1775825421,12,4,0.8,bear,mean_reversion,normal,0.0005642857142857166,low,europe,0,,live_ai_risk_v3,0.824826449199995,0.16599632291384633,0.16682114936304634,0.3328174722768927,0.49200897692310236,0.9937888198757704,-0.6211180124223609,0.02,0,,0,,0,,0,normal,1,normal,ok
DOGEUSDT,41.05960264900661,1.5686683235022891,0,-6.720000000000337e-05,1,2.512920113199997,1775828357,13,4,0.6,bear,scalp,normal,0.000225,low,us,0,,live_ai_risk_v3,2.512920113199997,0.16599632291384633,0.16850924302704637,0.3345055659408927,2.1784145472591043,1.5138408304498252,0.0,0.02,0,,0,,0,,0,normal,1,normal,ok
BNBUSDT,26.326530612244895,0.4391140584512092,0,-0.7481999999999971,1,0.9961507599999979,1775828540,13,4,0.8,bear,mean_reversion,normal,0.6378571428571392,low,us,0,,live_ai_risk_v3,0.9961507599999979,0.13279705833107708,0.1337932090910771,0.2665902674221542,0.7295604925778437,0.8382815228780939,-0.023285597857722728,0.02,0,,0,,0,,0,normal,0,normal,ok
TAOUSDT,26.950354609928922,0.1958042907607061,0,-6.903999999999996,1,2.4391730999999943,1775861475,22,4,0.8,bear,mean_reversion,normal,1.6000000000000025,low,off,0,,live_ai_risk_v3,2.4391730999999943,0.066688,0.0691271731,0.1358151731,2.303357926899994,3.6575875486381233,0.0,0.02,0,,0,,0,,0,medium,1,normal,ok
ADAUSDT,31.578947368421012,12.942800265635121,0,-0.0020840000000000303,1,0.5932363927000052,1775918696,14,5,0.6,bear,scalp,normal,0.0005571428571428552,low,us,0,,live_ai_risk_v3,0.5932363927000052,0.20958194273820005,0.21017517913090003,0.4197571218691001,0.17347927083090509,0.36393044884755843,0.0,0.02,0,,0,,0,,0,normal,1,normal,ok
ZAMAUSDT,20.16129032258064,1.3060283778822517,0,-0.000542800000000003,1,0.9944576167500055,1775919525,14,5,0.8,bear,mean_reversion,normal,0.0002049999999999996,low,us,0,,live_ai_risk_v3,0.9944576167500055,0.16766555419056003,0.16866001180731005,0.3363255659978701,0.6581320507521354,0.593119810201664,-0.9094503756425506,0.02,0,,0,,0,,0,normal,1,normal,ok
XRPUSDT,42.73504273504219,12.476658305482427,0,-0.0003780000000002115,1,0.5091362487000104,1775921378,15,5,0.6,bear,scalp,normal,0.0014214285714285418,low,us,0,,live_ai_risk_v3,0.5091362487000104,0.13413244335244803,0.13464157960114803,0.2687740229535961,0.2403622257464143,0.3795772551354648,-0.029770765108660013,0.02,0,,0,,0,,0,normal,1,normal,ok
WLDUSDT,28.571428571428697,0.9137208542267771,1,0.0015640000000000098,1,0.7282207880000006,1775927657,17,5,0.8,bull,mean_reversion,aggressive,0.0018142857142857166,low,us,0,,live_ai_risk_v3,0.7282207880000006,0.20958194273820005,0.21031016352620002,0.4198921062644001,0.30832868173560046,0.7991660875608146,-0.27797081306463617,0.025,0,,0,,0,,0,normal,0,aggressive,ok
DOGEUSDT,28.82882882882855,0.16789696345050797,1,0.00015099999999999836,1,1.6577357318000074,1775930335,17,5,0.8,sideways,mean_reversion,aggressive,0.00014071428571428468,low,us,0,,live_ai_risk_v3,1.6577357318000074,0.16766555419056003,0.16932328992236007,0.33698884411292007,1.3207468876870874,0.9887157442235404,-0.3009134873723682,0.025,0,,0,,0,,0,normal,0,aggressive,ok
WLFIUSDT,29.999999999999858,1.157387123451908,0,-0.0005119999999999986,1,0.44569324540001276,1775932171,18,5,0.8,sideways,mean_reversion,normal,0.000285714285714284,low,us,0,,live_ai_risk_v3,0.44569324540001276,0.17604883190008808,0.17649452514548808,0.35254335704557616,0.0931498883544366,0.8860759493670789,-0.12658227848101627,0.02,0,,0,,0,,0,normal,1,normal,ok
ZECUSDT,29.060913705583815,0.2577135691583771,0,-3.0097999999999843,0,-0.8727009500000021,1775935603,19,5,0.8,sideways,mean_reversion,normal,1.6514285714285677,low,us,0,,live_ai_risk_v3,-0.8727009500000021,0.17437217635818245,0.17349947540818245,0.3478716517663649,-1.2205726017663672,0.44160154159084525,-0.5004817471362821,0.02,0,,0,,0,,0,normal,1,normal,ok
DASHUSDT,19.04761904761918,0.1639236971942573,0,-0.4052000000000078,1,0.6501811500000065,1775936199,19,5,0.8,sideways,mean_reversion,normal,0.35142857142857103,low,us,0,,live_ai_risk_v3,0.6501811500000065,0.17470750746656358,0.1753576886165636,0.35006519608312714,0.3001159539168794,1.2259194395796897,0.0,0.02,0,,0,,0,,0,normal,1,normal,ok
TONUSDT,24.21052631578945,0.6133665551493986,0,-0.007660000000000222,0,-0.8663182199999901,1775937928,20,5,0.8,sideways,mean_reversion,normal,0.010999999999999963,low,us,0,,live_ai_risk_v3,-0.8663182199999901,0.13976600597325087,0.13889968775325087,0.27866569372650174,-1.1449839137264919,0.4820936639118538,-0.9641873278236923,0.02,0,,0,,0,,0,normal,1,normal,ok
ETHUSDT,19.441264025646575,1.6714673501559152,1,9.785199999999804,1,0.42907430000000574,1775939808,20,5,0.8,bull,mean_reversion,aggressive,5.918571428571307,low,us,0,,live_ai_risk_v3,0.42907430000000574,0.1816287415435499,0.18205781584354988,0.36368655738709976,0.06538774261290597,0.3587135129951932,-0.07627565586167519,0.025,0,,0,,0,,0,normal,0,aggressive,ok
ADAUSDT,22.222222222222,2.583038553404318,0,-0.00016399999999999748,1,0.34692318299999386,1775939810,20,5,0.8,sideways,mean_reversion,normal,0.000757142857142857,low,us,0,,live_ai_risk_v3,0.34692318299999386,0.14530299323483994,0.14564991641783995,0.2909529096526799,0.05597027334731397,0.4377238360525228,-0.03979307600479287,0.02,0,,0,,0,,0,normal,0,normal,ok
TRXUSDT,25.00000000000115,0.19117497835640038,0,-0.00047000000000002595,0,-0.13131700679998554,1775947926,22,5,0.8,sideways,mean_reversion,normal,0.00020714285714285415,low,off,0,,live_ai_risk_v3,-0.13131700679998554,0.2095819427382001,0.20945062573140014,0.41903256846960024,-0.5503495752695857,0.03132832080200156,-0.1566416040100252,0.02,0,,0,,0,,0,medium,1,normal,ok
BTCUSDT,24.596701680894498,0.5183324568661075,0,-441.2633999999962,1,0.08678065999999733,1775949139,23,5,0.8,sideways,mean_reversion,normal,113.5885714285718,low,off,0,,live_ai_risk_v3,0.08678065999999733,0.16766555419056012,0.1677523348505601,0.33541788904112024,-0.2486372290411229,0.25401507814652907,-0.045169500709191526,0.02,0,,0,,0,,0,medium,1,normal,ok
ADAUSDT,21.31147540983575,0.7422339293320396,0,-0.003483999999999987,1,0.26934225550000024,1775949143,23,5,0.8,sideways,mean_reversion,normal,0.0007428571428571483,low,off,0,,live_ai_risk_v3,0.26934225550000024,0.13413244335244806,0.13440178560794805,0.26853422896039614,0.0008080265396041009,0.3614457831325349,-0.040160642570276704,0.02,0,,0,,0,,0,medium,1,normal,ok
BNBUSDT,29.876543209875805,0.15575236857179575,0,-2.9402000000000044,0,-5.355016920000003,1775954921,0,6,0.8,sideways,mean_reversion,conservative,0.5442857142856984,low,asia,0,,live_ai_risk_v3,-5.355016920000003,0.2095819427382001,0.2042269258182001,0.4138088685564002,-5.768825788556404,0.13361045130640428,-2.5550936922670906,0.01,0,,0,,0,,0,normal,1,conservative,ok
XRPUSDT,31.99999999999858,0.19167179111619742,0,-0.006123999999999796,0,-3.1597602840000096,1775954924,0,6,0.7,sideways,trend,conservative,0.001507142857142818,low,asia,0,,live_ai_risk_v3,-3.1597602840000096,0.16766555419056012,0.1645057939065601,0.33217134809712023,-3.49193163209713,0.17737048259551827,-1.8845613775774206,0.01,0,,0,,0,,0,normal,1,conservative,ok
