symbol,rsi,volume,trend,momentum,result,pnl,timestamp,hour,day_of_week,signal_confidence,market_regime,strategy_name,risk_mode,atr,volatility_context,market_session,is_holiday_us,holiday_name_us,dataset_version,pnl_gross,fee_entry,fee_exit,fee_total,pnl_net,mfe_pct,mae_pct,result_net,risk_per_trade_used,is_holiday_ar,holiday_name_ar,is_holiday_eu,holiday_name_eu,is_holiday_asia,holiday_name_asia,is_good_friday,liquidity_mode,ai_trade_decision,ai_context_risk,trade_filter_reason
UNIUSDT,36.36363636363636,0.05745628619469899,1,0.0011199999999997878,0,-0.9798265349999944,1776131305,1,1,0.7,bull,trend,normal,0.007499999999999967,low,asia,0,,live_ai_risk_v3,-0.9798265349999944,0.1847261202048676,0.18374629366986758,0.36847241387473517,-1.3482989488747297,0.28081123244929473,-0.5304212168486709,0,0.02,0,,0,,0,,0,normal,1,normal,ok
BROCCOLI714USDT,22.784810126582258,0.20208778061839322,0,-0.0014170000000000016,0,-0.9271072531999944,1776132634,2,1,0.8,sideways,mean_reversion,conservative,0.00024714285714285696,medium,asia,0,,live_ai_risk_v3,-0.9271072531999944,0.14778089616389406,0.14685378891069406,0.2946346850745881,-1.2217419382745827,2.321204516938534,-0.9410288582183238,0,0.01,0,,0,,0,,0,normal,0,conservative,ok
DASHUSDT,34.939759036144295,0.22284919101352518,0,-0.18779999999999575,0,-1.3302865299999906,1776135132,2,1,0.7,sideways,trend,conservative,0.11285714285714223,low,asia,0,,live_ai_risk_v3,-1.3302865299999906,0.1469067762605217,0.1455764897305217,0.2924832659910434,-1.622769795991034,0.0,-0.9055310817425293,0,0.01,0,,0,,0,,0,normal,1,conservative,ok
WLDUSDT,38.70967741935488,0.2478659590288886,1,0.0030300000000000327,0,-0.05843976639999356,1776137261,3,1,0.7,bull,trend,normal,0.0015642857142857125,low,asia,0,,live_ai_risk_v3,-0.05843976639999356,0.18402682428216968,0.1839683845157697,0.36799520879793934,-0.4264349751979329,1.206732295966964,-0.03175611305175896,0,0.02,0,,0,,0,,0,normal,1,normal,ok
ENAUSDT,38.23529411764718,1.327279752983423,0,-0.0007119999999999904,0,-1.7845025388000098,1776137641,3,1,0.7,sideways,trend,conservative,0.0005142857142857131,low,asia,0,,live_ai_risk_v3,-1.7845025388000098,0.14722145942573575,0.14543695688693575,0.29265841631267153,-2.0771609551126815,0.0,-1.2121212121212188,0,0.01,0,,0,,0,,0,normal,1,conservative,ok
PAXGUSDT,28.06573957016647,0.08531633575146491,1,0.16199999999935244,0,-0.09198387000000788,1776139185,3,1,0.8,bull,mean_reversion,aggressive,1.7707142857141531,low,asia,0,,live_ai_risk_v3,-0.09198387000000788,0.14715852279269295,0.14706653892269295,0.29422506171538587,-0.3862089317153937,0.13448243204847718,-0.1043869895086874,0,0.025,0,,0,,0,,0,normal,0,aggressive,ok
SOLUSDT,15.714285714285566,0.29754755880578254,0,-0.34080000000000155,1,0.24050376000000098,1776142314,4,1,0.8,sideways,mean_reversion,conservative,0.11285714285714477,low,asia,0,,live_ai_risk_v3,0.24050376000000098,0.1471711101193015,0.14741161387930152,0.294582723998603,-0.05407896399860204,0.19843585852690757,-0.2334539512081275,0,0.01,0,,0,,0,,0,normal,0,conservative,ok
BNBUSDT,23.529411764705472,0.13868248453278406,0,-0.21460000000001855,0,-0.08805685000000572,1776142902,5,1,0.8,sideways,mean_reversion,conservative,0.36857142857141817,low,asia,0,,live_ai_risk_v3,-0.08805685000000572,0.15454225295187518,0.15445419610187516,0.30899644905375034,-0.3970532990537561,0.02116367661902052,-0.29303552241721004,0,0.01,0,,0,,0,,0,normal,0,conservative,ok
LTCUSDT,27.499999999999957,0.09764032718345972,0,-0.16740000000000776,1,0.4808043700000048,1776145021,5,1,0.8,sideways,mean_reversion,conservative,0.057142857142857446,low,asia,0,,live_ai_risk_v3,0.4808043700000048,0.1530655069200387,0.1535463112900387,0.30661181821007744,0.17419255178992737,0.31411677753141487,-0.18477457501846697,1,0.01,0,,0,,0,,0,normal,0,conservative,ok
TAOUSDT,24.24242424242395,2.072049872122098,0,-2.6420000000000243,0,-0.600105,1776148299,6,1,0.8,bear,mean_reversion,normal,0.9142857142857151,low,asia,0,,live_ai_risk_v3,-0.600105,0.15188662755989127,0.15128652255989125,0.3031731501197825,-0.9032781501197825,0.23706045041485355,-0.7111813512445606,0,0.02,0,,0,,0,,0,normal,0,normal,ok
ZAMAUSDT,20.810313075506443,1.286393318173271,1,6.700000000000109e-05,0,-3.1127953781100057,1776149441,6,1,0.8,bull,mean_reversion,aggressive,0.0008535714285714287,high,asia,0,,live_ai_risk_v3,-3.1127953781100057,0.15241775263828805,0.14930495726017803,0.30172270989846606,-3.414518088008472,2.185596560372624,-2.042278753135081,0,0.025,0,,0,,0,,0,normal,0,aggressive,ok
ZAMAUSDT,27.365728900255718,2.0902984091705026,0,-0.0006826000000000054,1,16.602652449040008,1776152303,7,1,0.8,sideways,mean_reversion,conservative,0.0005921428571428576,medium,asia,0,,live_ai_risk_v3,16.602652449040008,0.09151542701114791,0.10811807946018792,0.19963350647133582,16.40301894256867,18.141916605705934,-0.18288222384784725,1,0.01,0,,0,,0,,0,normal,0,conservative,ok
